date,match,league,outcome,odds,stake,won,pnl,cumulative_pnl,bankroll
2025-05-04,Ferrol vs Zaragoza,Segunda,H,3.5,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Levante vs Tenerife,Segunda,H,1.66,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Nurnberg vs Elversberg,Bundesliga2,H,3.9,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Rangers vs Celtic,ScottishPrem,H,3.7,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Roma vs Fiorentina,SerieA,A,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Brescia vs Juve Stabia,SerieB,H,2.65,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Auxerre vs Le Havre,Ligue1,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Freiburg vs Leverkusen,Bundesliga,A,2.25,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Chelsea vs Liverpool,EPL,A,3.1,0.0,0,-0.0,-1000.0,0.0
2025-05-04,Empoli vs Lazio,SerieA,A,1.83,0.0,1,0.0,-1000.0,0.0
2025-05-04,Frosinone vs Cittadella,SerieB,H,2.25,0.0,0,-0.0,-1000.0,0.0
2025-05-05,Castellon vs Sp Gijon,Segunda,A,3.9,0.0,0,-0.0,-1000.0,0.0
2025-05-05,Genoa vs Milan,SerieA,H,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Palermo vs Frosinone,SerieB,A,4.5,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Sassuolo vs Catanzaro,SerieB,H,2.15,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Pisa vs Sudtirol,SerieB,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Cadiz vs Almeria,Segunda,H,3.4,0.0,1,0.0,-1000.0,0.0
2025-05-09,Cosenza vs Cesena,SerieB,H,4.0,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Mantova vs Carrarese,SerieB,A,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Nurnberg vs FC Koln,Bundesliga2,D,4.33,0.0,0,-0.0,-1000.0,0.0
2025-05-09,PreuÃen MÃ¼nster vs Hertha,Bundesliga2,D,4.0,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Juve Stabia vs Reggiana,SerieB,H,2.38,0.0,0,-0.0,-1000.0,0.0
2025-05-09,Nurnberg vs FC Koln,Bundesliga2,H,5.25,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Paderborn vs Magdeburg,Bundesliga2,H,2.05,0.0,1,0.0,-1000.0,0.0
2025-05-10,Le Havre vs Marseille,Ligue1,H,6.0,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Brest vs Lille,Ligue1,H,4.5,0.0,1,0.0,-1000.0,0.0
2025-05-10,Auxerre vs Nantes,Ligue1,H,2.8,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Montpellier vs Paris SG,Ligue1,A,1.25,0.0,1,0.0,-1000.0,0.0
2025-05-10,Reims vs St Etienne,Ligue1,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Werder Bremen vs RB Leipzig,Bundesliga,A,2.8,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Union Berlin vs Heidenheim,Bundesliga,H,2.25,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Bochum vs Mainz,Bundesliga,A,2.3,0.0,1,0.0,-1000.0,0.0
2025-05-10,Hearts vs Motherwell,ScottishPrem,A,6.25,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Sp Gijon vs La Coruna,Segunda,A,3.6,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Mirandes vs Castellon,Segunda,H,1.95,0.0,1,0.0,-1000.0,0.0
2025-05-10,Zaragoza vs Cartagena,Segunda,D,5.75,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Zaragoza vs Cartagena,Segunda,A,9.5,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Ath Madrid vs Sociedad,LaLiga,H,1.67,0.0,1,0.0,-1000.0,0.0
2025-05-10,Troyes vs Amiens,Ligue2,D,4.1,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Troyes vs Amiens,Ligue2,A,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Rodez vs Clermont,Ligue2,H,2.75,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Red Star vs Dunkerque,Ligue2,H,4.0,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Pau FC vs Guingamp,Ligue2,H,3.0,0.0,0,-0.0,-1000.0,0.0
2025-05-10,Lorient vs Martigues,Ligue2,H,1.57,0.0,1,0.0,-1000.0,0.0
2025-05-10,Laval vs Metz,Ligue2,A,2.9,0.0,1,0.0,-1000.0,0.0
2025-05-11,Hannover vs Greuther Furth,Bundesliga2,H,2.0,0.0,0,-0.0,-1000.0,0.0
2025-05-11,Leverkusen vs Dortmund,Bundesliga,H,2.7,0.0,0,-0.0,-1000.0,0.0
2025-05-11,Ath Bilbao vs Alaves,LaLiga,H,1.8,0.0,1,0.0,-1000.0,0.0
2025-05-11,Regensburg vs Karlsruhe,Bundesliga2,A,2.05,0.0,0,-0.0,-1000.0,0.0
2025-05-11,Eldense vs Malaga,Segunda,D,3.75,0.0,0,-0.0,-1000.0,0.0
2025-05-11,Rangers vs Aberdeen,ScottishPrem,H,1.62,0.0,1,0.0,-1000.0,0.0
2025-05-11,Eldense vs Malaga,Segunda,A,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-12,Granada vs Eibar,Segunda,A,4.75,0.0,1,0.0,-1000.0,0.0
2025-05-12,Venezia vs Fiorentina,SerieA,A,2.38,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Cittadella vs Salernitana,SerieB,H,3.1,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Brescia vs Reggiana,SerieB,D,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Brescia vs Reggiana,SerieB,A,7.5,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Mantova vs Catanzaro,SerieB,A,3.7,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Sudtirol vs Bari,SerieB,H,2.9,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Juve Stabia vs Sampdoria,SerieB,H,3.4,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Modena vs Cesena,SerieB,H,2.9,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Pisa vs Cremonese,SerieB,H,2.63,0.0,1,0.0,-1000.0,0.0
2025-05-13,Palermo vs Carrarese,SerieB,D,4.1,0.0,1,0.0,-1000.0,0.0
2025-05-13,Palermo vs Carrarese,SerieB,A,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Spezia vs Cosenza,SerieB,D,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-13,Sassuolo vs Frosinone,SerieB,H,3.0,0.0,0,-0.0,-1000.0,0.0
2025-05-14,Rangers vs Dundee United,ScottishPrem,H,1.36,0.0,1,0.0,-1000.0,0.0
2025-05-14,Hearts vs St Johnstone,ScottishPrem,H,1.67,0.0,1,0.0,-1000.0,0.0
2025-05-14,Aberdeen vs Celtic,ScottishPrem,A,1.57,0.0,1,0.0,-1000.0,0.0
2025-05-14,Alaves vs Valencia,LaLiga,A,3.7,0.0,0,-0.0,-1000.0,0.0
2025-05-14,Real Madrid vs Mallorca,LaLiga,H,1.38,0.0,1,0.0,-1000.0,0.0
2025-05-15,Getafe vs Ath Bilbao,LaLiga,A,2.63,0.0,1,0.0,-1000.0,0.0
2025-05-15,Osasuna vs Ath Madrid,LaLiga,A,2.1,0.0,0,-0.0,-1000.0,0.0
2025-05-16,Aston Villa vs Tottenham,EPL,D,6.0,0.0,0,-0.0,-1000.0,0.0
2025-05-16,Aston Villa vs Tottenham,EPL,A,8.5,0.0,0,-0.0,-1000.0,0.0
2025-05-16,Levante vs Albacete,Segunda,D,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Celtic vs St Mirren,ScottishPrem,H,1.25,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Lens vs Monaco,Ligue1,H,3.9,0.0,1,0.0,-1000.0,0.0
2025-05-17,Dortmund vs Holstein Kiel,Bundesliga,D,12.0,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Hoffenheim vs Bayern Munich,Bundesliga,A,1.5,0.0,1,0.0,-1000.0,0.0
2025-05-17,Mainz vs Leverkusen,Bundesliga,A,3.0,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Strasbourg vs Le Havre,Ligue1,H,1.57,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Lyon vs Angers,Ligue1,D,6.0,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Cartagena vs Tenerife,Segunda,H,4.1,0.0,1,0.0,-1000.0,0.0
2025-05-17,La Coruna vs Granada,Segunda,H,2.88,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Nantes vs Montpellier,Ligue1,D,4.5,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Nice vs Brest,Ligue1,D,4.5,0.0,0,-0.0,-1000.0,0.0
2025-05-17,Dundee United vs Aberdeen,ScottishPrem,H,2.88,0.0,1,0.0,-1000.0,0.0
2025-05-17,St Etienne vs Toulouse,Ligue1,A,3.25,0.0,1,0.0,-1000.0,0.0
2025-05-17,Nice vs Brest,Ligue1,A,6.5,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Almeria vs Santander,Segunda,D,4.0,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Lecce vs Torino,SerieA,A,4.6,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Valencia vs Ath Bilbao,LaLiga,A,3.8,0.0,1,0.0,-1000.0,0.0
2025-05-18,Cagliari vs Venezia,SerieA,H,2.6,0.0,1,0.0,-1000.0,0.0
2025-05-18,Valladolid vs Alaves,LaLiga,H,6.0,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Sevilla vs Real Madrid,LaLiga,A,1.75,0.0,1,0.0,-1000.0,0.0
2025-05-18,Las Palmas vs Leganes,LaLiga,H,2.9,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Castellon vs Eldense,Segunda,A,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-18,St Johnstone vs Dundee,ScottishPrem,H,3.0,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Fiorentina vs Bologna,SerieA,H,2.75,0.0,1,0.0,-1000.0,0.0
2025-05-18,Barcelona vs Villarreal,LaLiga,H,1.83,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Monza vs Empoli,SerieA,H,5.0,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Schalke 04 vs Elversberg,Bundesliga2,H,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Greuther Furth vs Hamburg,Bundesliga2,A,2.2,0.0,0,-0.0,-1000.0,0.0
2025-05-18,FC Koln vs Kaiserslautern,Bundesliga2,D,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Ulm vs PreuÃen MÃ¼nster,Bundesliga2,H,3.7,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Karlsruhe vs Paderborn,Bundesliga2,H,4.2,0.0,1,0.0,-1000.0,0.0
2025-05-18,Leicester vs Ipswich,EPL,H,2.3,0.0,1,0.0,-1000.0,0.0
2025-05-18,Braunschweig vs Nurnberg,Bundesliga2,A,4.33,0.0,1,0.0,-1000.0,0.0
2025-05-18,Arsenal vs Newcastle,EPL,H,1.95,0.0,1,0.0,-1000.0,0.0
2025-05-18,Verona vs Como,SerieA,H,3.5,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Schalke 04 vs Elversberg,Bundesliga2,D,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Karlsruhe vs Paderborn,Bundesliga2,D,4.5,0.0,0,-0.0,-1000.0,0.0
2025-05-18,Ross County vs Motherwell,ScottishPrem,A,3.75,0.0,0,-0.0,-1000.0,0.0
2025-05-19,Brighton vs Liverpool,EPL,A,2.45,0.0,0,-0.0,-1000.0,0.0
2025-05-20,Man City vs Bournemouth,EPL,H,1.55,0.0,1,0.0,-1000.0,0.0
2025-05-20,Crystal Palace vs Wolves,EPL,H,2.25,0.0,1,0.0,-1000.0,0.0
2025-05-23,Como vs Inter,SerieA,A,1.65,0.0,1,0.0,-1000.0,0.0
2025-05-24,Leganes vs Valladolid,LaLiga,D,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Leganes vs Valladolid,LaLiga,A,9.5,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Real Madrid vs Sociedad,LaLiga,H,1.42,0.0,1,0.0,-1000.0,0.0
2025-05-24,Espanol vs Las Palmas,LaLiga,D,4.75,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Espanol vs Las Palmas,LaLiga,A,8.0,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Vallecano vs Mallorca,LaLiga,D,4.2,0.0,1,0.0,-1000.0,0.0
2025-05-24,Getafe vs Celta,LaLiga,D,3.75,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Vallecano vs Mallorca,LaLiga,A,6.25,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Getafe vs Celta,LaLiga,H,4.1,0.0,0,-0.0,-1000.0,0.0
2025-05-24,Alaves vs Osasuna,LaLiga,H,3.2,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Tottenham vs Brighton,EPL,H,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Sp Gijon vs Cartagena,Segunda,A,13.0,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Sp Gijon vs Cartagena,Segunda,D,5.75,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Tenerife vs Oviedo,Segunda,H,5.0,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Atalanta vs Parma,SerieA,H,1.75,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Torino vs Roma,SerieA,D,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Zaragoza vs La Coruna,Segunda,D,4.33,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Torino vs Roma,SerieA,H,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Lazio vs Lecce,SerieA,H,1.53,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Tottenham vs Brighton,EPL,D,4.33,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Zaragoza vs La Coruna,Segunda,A,5.75,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Man United vs Aston Villa,EPL,D,4.2,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Southampton vs Arsenal,EPL,A,1.3,0.0,1,0.0,-1000.0,0.0
2025-05-25,Granada vs Castellon,Segunda,D,4.5,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Elche vs Malaga,Segunda,D,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Newcastle vs Everton,EPL,A,8.5,0.0,1,0.0,-1000.0,0.0
2025-05-25,Newcastle vs Everton,EPL,D,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Eibar vs Cordoba,Segunda,H,2.3,0.0,1,0.0,-1000.0,0.0
2025-05-25,Elche vs Malaga,Segunda,A,12.0,0.0,0,-0.0,-1000.0,0.0
2025-05-25,Man United vs Aston Villa,EPL,H,4.33,0.0,1,0.0,-1000.0,0.0
2025-05-25,Liverpool vs Crystal Palace,EPL,D,6.0,0.0,1,0.0,-1000.0,0.0
2025-05-25,Burgos vs Levante,Segunda,H,5.5,0.0,0,-0.0,-1000.0,0.0
2025-05-31,Ferrol vs Sp Gijon,Segunda,A,2.75,0.0,1,0.0,-1000.0,0.0
2025-06-01,Cartagena vs Mirandes,Segunda,D,6.25,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Almeria vs Tenerife,Segunda,D,6.5,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Santander vs Granada,Segunda,H,2.7,0.0,1,0.0,-1000.0,0.0
2025-06-01,Cordoba vs Albacete,Segunda,A,5.25,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Cartagena vs Mirandes,Segunda,H,11.0,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Cordoba vs Albacete,Segunda,D,3.9,0.0,1,0.0,-1000.0,0.0
2025-06-01,Huesca vs Eldense,Segunda,H,2.15,0.0,1,0.0,-1000.0,0.0
2025-06-01,La Coruna vs Elche,Segunda,H,5.5,0.0,0,-0.0,-1000.0,0.0
2025-06-01,La Coruna vs Elche,Segunda,D,4.33,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Levante vs Eibar,Segunda,D,4.33,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Oviedo vs Cadiz,Segunda,A,6.0,0.0,0,-0.0,-1000.0,0.0
2025-06-01,Almeria vs Tenerife,Segunda,A,11.0,0.0,0,-0.0,-1000.0,0.0
2025-08-01,Schalke 04 vs Hertha,Bundesliga2,H,2.9,0.0,1,0.0,-1000.0,0.0
2025-08-02,Kilmarnock vs Livingston,ScottishPrem,H,2.0,0.0,0,-0.0,-1000.0,0.0
2025-08-02,Bielefeld vs Fortuna Dusseldorf,Bundesliga2,A,2.88,0.0,0,-0.0,-1000.0,0.0
2025-08-02,Elversberg vs Nurnberg,Bundesliga2,H,2.1,0.0,1,0.0,-1000.0,0.0
2025-08-02,Darmstadt vs Bochum,Bundesliga2,A,3.0,0.0,0,-0.0,-1000.0,0.0
2025-08-03,Greuther Furth vs Dresden,Bundesliga2,H,2.2,0.0,1,0.0,-1000.0,0.0
2025-08-03,Dundee vs Hibernian,ScottishPrem,H,4.1,0.0,0,-0.0,-1000.0,0.0
2025-08-03,Falkirk vs Dundee United,ScottishPrem,D,3.8,0.0,1,0.0,-1000.0,0.0
2025-08-03,Falkirk vs Dundee United,ScottishPrem,A,3.8,0.0,0,-0.0,-1000.0,0.0
2025-08-04,Hearts vs Aberdeen,ScottishPrem,H,2.1,0.0,1,0.0,-1000.0,0.0
2025-08-08,Nurnberg vs Darmstadt,Bundesliga2,H,2.88,0.0,0,-0.0,-1000.0,0.0
2025-08-08,PreuÃen MÃ¼nster vs Paderborn,Bundesliga2,H,3.3,0.0,0,-0.0,-1000.0,0.0
2025-08-08,Birmingham vs Ipswich,Championship,A,2.9,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Dunkerque vs Clermont,Ligue2,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Laval vs St Etienne,Ligue2,H,2.8,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Kaiserslautern vs Schalke 04,Bundesliga2,H,2.38,0.0,1,0.0,-1000.0,0.0
2025-08-09,Rodez vs Nancy,Ligue2,H,2.05,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Guingamp vs Le Mans,Ligue2,H,1.67,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Fortuna Dusseldorf vs Hannover,Bundesliga2,H,2.5,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Southampton vs Wrexham,Championship,A,4.75,0.0,0,-0.0,-1000.0,0.0
2025-08-09,Norwich vs Millwall,Championship,A,3.8,0.0,1,0.0,-1000.0,0.0
2025-08-10,Bochum vs Elversberg,Bundesliga2,A,3.5,0.0,0,-0.0,-1000.0,0.0
2025-08-10,Hertha vs Karlsruhe,Bundesliga2,A,4.1,0.0,0,-0.0,-1000.0,0.0
2025-08-10,Aberdeen vs Celtic,ScottishPrem,A,1.44,0.0,1,0.0,-1000.0,0.0
2025-08-10,Leicester vs Sheffield Weds,Championship,D,8.0,0.0,0,-0.0,-1000.0,0.0
2025-08-10,Leicester vs Sheffield Weds,Championship,A,17.0,0.0,0,-0.0,-1000.0,0.0
2025-08-10,Dundee United vs Hearts,ScottishPrem,H,4.0,0.0,0,-0.0,-1000.0,0.0
2025-08-10,Holstein Kiel vs Bielefeld,Bundesliga2,H,2.15,0.0,0,-0.0,-1000.0,0.0
2025-08-11,Amiens vs Reims,Ligue2,H,4.33,0.0,0,-0.0,-1000.0,0.0
2025-08-15,Red Star vs Amiens,Ligue2,A,3.6,0.0,1,0.0,-1000.0,0.0
2025-08-15,Nancy vs Boulogne,Ligue2,A,4.0,0.0,0,-0.0,-1000.0,0.0
2025-08-15,Burgos vs Cultural Leonesa,Segunda,A,4.5,0.0,0,-0.0,-1000.0,0.0
2025-08-15,Valladolid vs Ceuta,Segunda,A,4.1,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Tottenham vs Burnley,EPL,D,4.75,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Santander vs Castellon,Segunda,H,2.25,0.0,1,0.0,-1000.0,0.0
2025-08-16,Blackburn vs Birmingham,Championship,H,3.1,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Portsmouth vs Norwich,Championship,H,2.45,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Nice vs Toulouse,Ligue1,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Sunderland vs West Ham,EPL,A,2.25,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Sheffield Weds vs Stoke,Championship,H,3.9,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Tottenham vs Burnley,EPL,A,8.5,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Granada vs La Coruna,Segunda,H,2.15,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Malaga vs Eibar,Segunda,A,3.3,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Preston vs Leicester,Championship,H,3.6,0.0,1,0.0,-1000.0,0.0
2025-08-16,Wrexham vs West Brom,Championship,H,2.75,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Bristol City vs Charlton,Championship,H,1.91,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Valencia vs Sociedad,LaLiga,H,2.6,0.0,0,-0.0,-1000.0,0.0
2025-08-16,Reims vs Guingamp,Ligue2,H,1.95,0.0,1,0.0,-1000.0,0.0
2025-08-16,Annecy vs Dunkerque,Ligue2,H,2.8,0.0,0,-0.0,-1000.0,0.0
2025-08-17,Cadiz vs Mirandes,Segunda,A,5.25,0.0,0,-0.0,-1000.0,0.0
2025-08-17,Las Palmas vs Andorra,Segunda,D,3.75,0.0,1,0.0,-1000.0,0.0
2025-08-17,Man United vs Arsenal,EPL,A,1.95,0.0,1,0.0,-1000.0,0.0
2025-08-17,Brest vs Lille,Ligue1,H,3.3,0.0,0,-0.0,-1000.0,0.0
2025-08-17,Sociedad B vs Zaragoza,Segunda,H,3.2,0.0,1,0.0,-1000.0,0.0
2025-08-18,Sp Gijon vs Cordoba,Segunda,H,2.35,0.0,1,0.0,-1000.0,0.0
2025-08-22,Leganes vs Cadiz,Segunda,H,2.2,0.0,0,-0.0,-1000.0,0.0
2025-08-22,Amiens vs Annecy,Ligue2,H,2.55,0.0,0,-0.0,-1000.0,0.0
2025-08-22,West Ham vs Chelsea,EPL,H,4.75,0.0,0,-0.0,-1000.0,0.0
2025-08-22,Bayern Munich vs RB Leipzig,Bundesliga,D,7.0,0.0,0,-0.0,-1000.0,0.0
2025-08-22,Dunkerque vs Nancy,Ligue2,H,2.1,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Mallorca vs Celta,LaLiga,H,3.0,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Southampton vs Stoke,Championship,A,4.5,0.0,1,0.0,-1000.0,0.0
2025-08-23,Roma vs Bologna,SerieA,H,2.1,0.0,1,0.0,-1000.0,0.0
2025-08-23,Guingamp vs Red Star,Ligue2,H,1.8,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Mirandes vs Huesca,Segunda,H,3.2,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Celtic vs Livingston,ScottishPrem,H,1.14,0.0,1,0.0,-1000.0,0.0
2025-08-23,Man City vs Tottenham,EPL,H,1.48,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Birmingham vs Oxford,Championship,D,4.5,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Burnley vs Sunderland,EPL,H,2.2,0.0,1,0.0,-1000.0,0.0
2025-08-23,Preston vs Ipswich,Championship,H,3.7,0.0,1,0.0,-1000.0,0.0
2025-08-23,Birmingham vs Oxford,Championship,A,6.5,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Karlsruhe vs Braunschweig,Bundesliga2,H,1.85,0.0,1,0.0,-1000.0,0.0
2025-08-23,Virtus Entella vs Juve Stabia,SerieB,A,3.2,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Leverkusen vs Hoffenheim,Bundesliga,H,1.53,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Heidenheim vs Wolfsburg,Bundesliga,H,3.2,0.0,0,-0.0,-1000.0,0.0
2025-08-23,Empoli vs Padova,SerieB,H,1.9,0.0,1,0.0,-1000.0,0.0
2025-08-23,Wrexham vs Sheffield Weds,Championship,A,5.75,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Mainz vs FC Koln,Bundesliga,H,1.9,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Sociedad vs Espanol,LaLiga,A,5.0,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Osasuna vs Valencia,LaLiga,H,2.4,0.0,1,0.0,-1000.0,0.0
2025-08-24,Crystal Palace vs Nott'm Forest,EPL,H,2.35,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Como vs Lazio,SerieA,A,3.0,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Everton vs Brighton,EPL,H,3.1,0.0,1,0.0,-1000.0,0.0
2025-08-24,Bielefeld vs Dresden,Bundesliga2,H,1.9,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Frosinone vs Avellino,SerieB,H,2.25,0.0,1,0.0,-1000.0,0.0
2025-08-24,Cultural Leonesa vs Almeria,Segunda,H,3.1,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Lille vs Monaco,Ligue1,H,3.1,0.0,1,0.0,-1000.0,0.0
2025-08-24,Strasbourg vs Nantes,Ligue1,H,1.75,0.0,1,0.0,-1000.0,0.0
2025-08-24,Atalanta vs Pisa,SerieA,H,1.4,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Cagliari vs Fiorentina,SerieA,A,2.25,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Catanzaro vs Sudtirol,SerieB,H,2.3,0.0,0,-0.0,-1000.0,0.0
2025-08-24,Fulham vs Man United,EPL,H,3.25,0.0,0,-0.0,-1000.0,0.0
2025-08-25,Inter vs Torino,SerieA,H,1.42,0.0,1,0.0,-1000.0,0.0
2025-08-27,Celta vs Betis,LaLiga,A,3.25,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Lecce vs Milan,SerieA,H,6.0,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Hertha vs Elversberg,Bundesliga2,A,3.2,0.0,1,0.0,-1000.0,0.0
2025-08-29,Red Star vs Annecy,Ligue2,A,4.2,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Montpellier vs Amiens,Ligue2,A,5.5,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Sp Gijon vs Cultural Leonesa,Segunda,A,6.0,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Nancy vs Pau FC,Ligue2,A,3.6,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Dunkerque vs Troyes,Ligue2,H,2.9,0.0,1,0.0,-1000.0,0.0
2025-08-29,Hamburg vs St Pauli,Bundesliga,H,2.4,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Sociedad B vs Almeria,Segunda,H,4.33,0.0,0,-0.0,-1000.0,0.0
2025-08-29,Leicester vs Birmingham,Championship,H,2.35,0.0,1,0.0,-1000.0,0.0
2025-08-30,Bologna vs Como,SerieA,H,2.45,0.0,1,0.0,-1000.0,0.0
