bet_num,match_date,home_team,away_team,outcome,odds,p_model,kelly_fraction,half_kelly,stake,won,profit,bankroll_after
858,2024-09-21,Fortuna Dusseldorf,FC Koln,H,3.0,0.5457,0.3186,0.1593,0.01,0,-0.01,0.03
859,2024-09-21,Sheffield United,Derby,A,5.5,0.2267,0.0548,0.0274,0.0,0,-0.0,0.03
860,2024-09-21,Union Berlin,Hoffenheim,A,3.7,0.319,0.0668,0.0334,0.0,0,-0.0,0.03
861,2024-09-21,Pisa,Brescia,A,4.2,0.2884,0.0661,0.033,0.0,0,-0.0,0.03
862,2024-09-21,Werder Bremen,Bayern Munich,H,8.0,0.1721,0.0538,0.0269,0.0,0,-0.0,0.03
863,2024-09-21,Aston Villa,Wolves,H,1.57,0.6824,0.1251,0.0625,0.0,1,0.0,0.03
864,2024-09-21,Coventry,Swansea,A,5.0,0.2633,0.0791,0.0395,0.0,1,0.0,0.03
865,2024-09-21,Metz,Lorient,H,2.45,0.4311,0.0388,0.0194,0.0,0,-0.0,0.03
866,2024-09-21,Bristol City,Oxford,D,3.6,0.3181,0.0558,0.0279,0.0,0,-0.0,0.03
867,2024-09-21,Zaragoza,Levante,A,4.0,0.3338,0.1117,0.0559,0.0,0,-0.0,0.03
868,2024-09-21,La Coruna,Burgos,A,4.2,0.3017,0.0835,0.0417,0.0,1,0.0,0.03
869,2024-09-21,Luton,Sheffield Weds,H,1.9,0.5518,0.0537,0.0269,0.0,1,0.0,0.03
870,2024-09-21,Lille,Strasbourg,H,1.7,0.6171,0.0701,0.0351,0.0,0,-0.0,0.03
871,2024-09-22,Frosinone,Bari,H,2.3,0.5425,0.1905,0.0953,0.0,0,-0.0,0.03
872,2024-09-22,Brest,Toulouse,H,2.15,0.5187,0.1001,0.05,0.0,1,0.0,0.03
873,2024-09-22,Getafe,Leganes,A,4.75,0.2536,0.0546,0.0273,0.0,0,-0.0,0.03
874,2024-09-22,Spezia,Carrarese,H,1.73,0.6214,0.1028,0.0514,0.0,1,0.0,0.03
875,2024-09-22,Leverkusen,Wolfsburg,H,1.3,0.7934,0.1048,0.0524,0.0,1,0.0,0.03
876,2024-09-22,Lyon,Marseille,H,2.9,0.379,0.0522,0.0261,0.0,0,-0.0,0.03
877,2024-09-22,Elche,Mirandes,A,6.0,0.2477,0.0973,0.0486,0.0,0,-0.0,0.03
878,2024-09-22,Montpellier,Auxerre,H,2.3,0.4715,0.065,0.0325,0.0,1,0.0,0.03
879,2024-09-22,Castellon,Santander,A,4.33,0.4079,0.2302,0.1151,0.0,1,0.01,0.04
880,2024-09-22,Almeria,Eibar,A,4.1,0.434,0.2514,0.1257,0.01,0,-0.01,0.04
881,2024-09-23,Huesca,Cordoba,H,2.6,0.5557,0.278,0.139,0.0,1,0.01,0.04
882,2024-09-24,Paris FC,Guingamp,H,2.5,0.4811,0.1352,0.0676,0.0,1,0.0,0.05
883,2024-09-24,Clermont,Red Star,H,2.1,0.6017,0.2396,0.1198,0.01,0,-0.01,0.04
884,2024-09-25,Barcelona,Getafe,H,1.25,0.8424,0.2118,0.1059,0.0,1,0.0,0.04
885,2024-09-25,Girona,Vallecano,H,1.73,0.6253,0.1121,0.0561,0.0,0,-0.0,0.04
886,2024-09-26,Las Palmas,Betis,A,2.38,0.4567,0.0631,0.0315,0.0,0,-0.0,0.04
887,2024-09-27,Cittadella,Frosinone,A,2.88,0.3853,0.0584,0.0292,0.0,1,0.0,0.04
888,2024-09-27,Albacete,La Coruna,H,2.2,0.501,0.0852,0.0426,0.0,0,-0.0,0.04
889,2024-09-27,Bastia,Annecy,H,2.3,0.4784,0.0772,0.0386,0.0,0,-0.0,0.04
890,2024-09-28,Vallecano,Leganes,A,5.0,0.2418,0.0522,0.0261,0.0,0,-0.0,0.04
891,2024-09-28,Bologna,Atalanta,H,3.0,0.424,0.136,0.068,0.0,0,-0.0,0.03
892,2024-09-28,Genoa,Juventus,H,5.5,0.2532,0.0872,0.0436,0.0,0,-0.0,0.03
893,2024-09-28,Carrarese,Reggiana,A,2.7,0.4007,0.0481,0.0241,0.0,0,-0.0,0.03
894,2024-09-28,Portsmouth,Sheffield United,D,3.9,0.3109,0.0733,0.0367,0.0,1,0.0,0.04
895,2024-09-28,Watford,Sunderland,H,2.75,0.4142,0.0794,0.0397,0.0,1,0.0,0.04
896,2024-09-28,Sassuolo,Spezia,H,2.1,0.5227,0.0888,0.0444,0.0,0,-0.0,0.04
897,2024-09-28,Hearts,Ross County,H,1.65,0.6282,0.0563,0.0282,0.0,0,-0.0,0.04
898,2024-09-28,Bayern Munich,Leverkusen,A,4.2,0.3423,0.1368,0.0684,0.0,0,-0.0,0.03
899,2024-09-28,RB Leipzig,Augsburg,H,1.4,0.7468,0.1137,0.0569,0.0,1,0.0,0.03
900,2024-09-28,Wolfsburg,Stuttgart,A,2.05,0.5387,0.0994,0.0497,0.0,0,-0.0,0.03
901,2024-09-28,Wolves,Liverpool,D,5.75,0.217,0.0522,0.0261,0.0,0,-0.0,0.03
902,2024-09-28,Nott'm Forest,Fulham,A,3.0,0.3677,0.0515,0.0257,0.0,1,0.0,0.03
903,2024-09-28,Kilmarnock,Dundee United,H,2.3,0.5288,0.1663,0.0832,0.0,0,-0.0,0.03
904,2024-09-28,Hull,Cardiff,H,1.85,0.587,0.1011,0.0506,0.0,1,0.0,0.03
905,2024-09-29,Ath Madrid,Real Madrid,A,2.5,0.4594,0.099,0.0495,0.0,0,-0.0,0.03
906,2024-09-29,Salernitana,Catanzaro,H,2.2,0.5024,0.0877,0.0438,0.0,0,-0.0,0.03
907,2024-09-29,Toulouse,Lyon,A,2.88,0.4131,0.1009,0.0504,0.0,1,0.0,0.03
908,2024-09-29,Torino,Lazio,H,2.9,0.3838,0.0595,0.0298,0.0,0,-0.0,0.03
909,2024-09-29,FC Koln,Karlsruhe,A,5.25,0.2944,0.1284,0.0642,0.0,0,-0.0,0.03
910,2024-09-29,Man United,Tottenham,H,2.35,0.4539,0.0493,0.0247,0.0,0,-0.0,0.03
911,2024-09-29,Rangers,Hibernian,H,1.36,0.7864,0.193,0.0965,0.0,1,0.0,0.03
912,2024-09-29,Castellon,Tenerife,A,4.75,0.3112,0.1275,0.0638,0.0,0,-0.0,0.03
913,2024-09-29,Cordoba,Ferrol,A,4.2,0.3578,0.1572,0.0786,0.0,0,-0.0,0.02
914,2024-09-29,Celta,Girona,A,3.25,0.4591,0.2187,0.1094,0.0,0,-0.0,0.02
915,2024-09-29,Oviedo,Eibar,A,3.7,0.3249,0.0749,0.0374,0.0,0,-0.0,0.02
916,2024-09-29,Castellon,Tenerife,D,3.5,0.3307,0.063,0.0315,0.0,0,-0.0,0.02
917,2024-09-29,Levante,Almeria,H,2.5,0.5372,0.2287,0.1144,0.0,1,0.0,0.02
918,2024-09-29,Burgos,Granada,H,2.35,0.4769,0.0894,0.0447,0.0,0,-0.0,0.02
919,2024-09-29,Como,Verona,A,3.6,0.3497,0.0996,0.0498,0.0,0,-0.0,0.02
920,2024-10-01,West Brom,Middlesbrough,H,2.4,0.472,0.0949,0.0474,0.0,0,-0.0,0.02
921,2024-10-01,Norwich,Leeds,H,3.9,0.2952,0.0522,0.0261,0.0,0,-0.0,0.02
922,2024-10-02,Stoke,Portsmouth,A,4.33,0.2853,0.0706,0.0353,0.0,0,-0.0,0.02
923,2024-10-04,Huesca,Cadiz,H,3.1,0.3677,0.0666,0.0333,0.0,1,0.0,0.02
924,2024-10-04,Verona,Venezia,H,2.5,0.5142,0.1904,0.0952,0.0,1,0.0,0.02
925,2024-10-04,Sunderland,Leeds,A,2.4,0.4579,0.0707,0.0353,0.0,0,-0.0,0.02
926,2024-10-04,Paderborn,Regensburg,H,1.4,0.7263,0.042,0.021,0.0,1,0.0,0.02
927,2024-10-04,Sampdoria,Juve Stabia,H,1.95,0.5641,0.1053,0.0527,0.0,0,-0.0,0.02
928,2024-10-04,Karlsruhe,Darmstadt,H,1.67,0.647,0.12,0.06,0.0,0,-0.0,0.02
929,2024-10-04,Annecy,Red Star,H,2.05,0.5863,0.1922,0.0961,0.0,1,0.0,0.02
930,2024-10-05,FC Koln,Ulm,D,6.0,0.2312,0.0775,0.0387,0.0,0,-0.0,0.02
931,2024-10-05,Burnley,Preston,H,1.67,0.6297,0.077,0.0385,0.0,0,-0.0,0.02
932,2024-10-05,Udinese,Lecce,H,2.2,0.5132,0.1076,0.0538,0.0,1,0.0,0.02
933,2024-10-05,St Mirren,Dundee United,H,2.3,0.4926,0.1023,0.0511,0.0,0,-0.0,0.02
934,2024-10-05,Almeria,Burgos,A,4.5,0.2719,0.0638,0.0319,0.0,0,-0.0,0.02
935,2024-10-05,Plymouth,Blackburn,H,3.1,0.3793,0.0838,0.0419,0.0,1,0.0,0.02
936,2024-10-05,Watford,Middlesbrough,H,3.5,0.3355,0.0697,0.0348,0.0,1,0.0,0.02
937,2024-10-05,Mirandes,Granada,H,2.88,0.4118,0.0989,0.0494,0.0,0,-0.0,0.02
938,2024-10-05,Valladolid,Vallecano,H,3.1,0.3574,0.0513,0.0257,0.0,0,-0.0,0.02
939,2024-10-05,West Brom,Millwall,H,1.91,0.5565,0.0691,0.0345,0.0,0,-0.0,0.02
940,2024-10-05,Ajaccio,Martigues,H,1.9,0.5558,0.0621,0.0311,0.0,0,-0.0,0.02
941,2024-10-05,Clermont,Guingamp,H,2.6,0.4631,0.1276,0.0638,0.0,1,0.0,0.02
942,2024-10-05,Frosinone,Carrarese,H,1.9,0.6564,0.2746,0.1373,0.0,0,-0.0,0.02
943,2024-10-05,Lille,Toulouse,H,1.73,0.6176,0.0938,0.0469,0.0,1,0.0,0.02
944,2024-10-05,Dundee,Kilmarnock,A,3.0,0.3785,0.0678,0.0339,0.0,1,0.0,0.02
945,2024-10-05,Getafe,Osasuna,A,3.9,0.32,0.0855,0.0428,0.0,0,-0.0,0.02
946,2024-10-05,Rennes,Monaco,A,2.55,0.4507,0.0963,0.0482,0.0,1,0.0,0.02
947,2024-10-05,Union Berlin,Dortmund,A,2.15,0.5341,0.129,0.0645,0.0,0,-0.0,0.02
948,2024-10-05,Nurnberg,PreuÃen MÃ¼nster,H,2.45,0.533,0.2109,0.1055,0.0,1,0.0,0.02
949,2024-10-06,Ein Frankfurt,Bayern Munich,H,5.5,0.2417,0.0732,0.0366,0.0,0,-0.0,0.02
950,2024-10-06,Eldense,Castellon,H,2.6,0.4835,0.1607,0.0803,0.0,0,-0.0,0.02
951,2024-10-06,Albacete,Cordoba,H,2.1,0.5594,0.1589,0.0794,0.0,0,-0.0,0.02
952,2024-10-06,Brest,Le Havre,H,1.8,0.6188,0.1422,0.0711,0.0,1,0.0,0.02
953,2024-10-06,Lyon,Nantes,H,1.75,0.6199,0.1131,0.0566,0.0,1,0.0,0.02
954,2024-10-06,Aston Villa,Man United,H,2.2,0.493,0.0704,0.0352,0.0,0,-0.0,0.02
955,2024-10-06,Fortuna Dusseldorf,Hamburg,H,2.45,0.5343,0.2132,0.1066,0.0,0,-0.0,0.02
956,2024-10-06,Sevilla,Betis,A,3.0,0.3683,0.0525,0.0262,0.0,0,-0.0,0.02
957,2024-10-06,Cremonese,Bari,H,1.9,0.5538,0.0579,0.029,0.0,0,-0.0,0.02
958,2024-10-06,Juventus,Cagliari,H,1.38,0.7521,0.0998,0.0499,0.0,0,-0.0,0.02
959,2024-10-06,Bologna,Parma,H,1.8,0.6349,0.1785,0.0893,0.0,0,-0.0,0.02
960,2024-10-06,Catanzaro,Modena,H,2.7,0.4616,0.145,0.0725,0.0,0,-0.0,0.01
961,2024-10-06,Cosenza,Sudtirol,H,2.55,0.4514,0.0974,0.0487,0.0,0,-0.0,0.01
962,2024-10-06,Aberdeen,Hearts,A,4.75,0.2844,0.0935,0.0468,0.0,0,-0.0,0.01
963,2024-10-12,Cartagena,Ferrol,H,2.55,0.4412,0.0806,0.0403,0.0,0,-0.0,0.01
964,2024-10-13,Granada,Cordoba,H,1.91,0.5754,0.1088,0.0544,0.0,1,0.0,0.01
965,2024-10-13,Elche,La Coruna,H,2.6,0.4666,0.1333,0.0666,0.0,0,-0.0,0.01
966,2024-10-13,Huesca,Albacete,H,2.45,0.4659,0.0976,0.0488,0.0,0,-0.0,0.01
967,2024-10-13,Oviedo,Almeria,H,2.35,0.5111,0.1489,0.0745,0.0,1,0.0,0.01
968,2024-10-14,Sp Gijon,Castellon,H,2.25,0.5355,0.1638,0.0819,0.0,1,0.0,0.01
969,2024-10-18,Cordoba,Cartagena,A,6.25,0.3304,0.2028,0.1014,0.0,0,-0.0,0.01
970,2024-10-18,Hertha,Braunschweig,H,1.85,0.6071,0.145,0.0725,0.0,1,0.0,0.01
971,2024-10-18,Red Star,Caen,A,2.6,0.4111,0.043,0.0215,0.0,0,-0.0,0.01
972,2024-10-18,Alaves,Valladolid,A,5.75,0.222,0.0582,0.0291,0.0,1,0.0,0.02
973,2024-10-18,Alaves,Valladolid,D,3.9,0.2965,0.0538,0.0269,0.0,0,-0.0,0.01
974,2024-10-19,Girona,Sociedad,H,2.4,0.4943,0.1331,0.0666,0.0,0,-0.0,0.01
975,2024-10-19,Castellon,Levante,A,3.4,0.4157,0.1722,0.0861,0.0,0,-0.0,0.01
976,2024-10-19,Sudtirol,Pisa,H,3.1,0.4019,0.1171,0.0585,0.0,0,-0.0,0.01
977,2024-10-19,Celta,Real Madrid,A,1.6,0.6602,0.0938,0.0469,0.0,1,0.0,0.01
978,2024-10-19,Sheffield Weds,Burnley,A,2.6,0.432,0.0769,0.0385,0.0,1,0.0,0.01
979,2024-10-19,Preston,Coventry,H,2.75,0.4082,0.07,0.035,0.0,1,0.0,0.01
980,2024-10-19,Oxford,West Brom,H,3.9,0.3065,0.0674,0.0337,0.0,0,-0.0,0.01
981,2024-10-19,Salernitana,Spezia,H,2.63,0.4052,0.0402,0.0201,0.0,0,-0.0,0.01
982,2024-10-19,Como,Parma,A,3.8,0.3068,0.0592,0.0296,0.0,0,-0.0,0.01
983,2024-10-19,Regensburg,Fortuna Dusseldorf,A,1.75,0.6137,0.0986,0.0493,0.0,1,0.0,0.01
984,2024-10-19,Stoke,Norwich,A,2.63,0.4324,0.0842,0.0421,0.0,0,-0.0,0.01
985,2024-10-19,Southampton,Leicester,A,3.0,0.4253,0.138,0.069,0.0,1,0.0,0.01
986,2024-10-19,Motherwell,Dundee,H,2.05,0.5505,0.1224,0.0612,0.0,0,-0.0,0.01
987,2024-10-19,Bournemouth,Arsenal,A,1.65,0.674,0.1724,0.0862,0.0,0,-0.0,0.01
988,2024-10-19,Bayern Munich,Stuttgart,A,7.5,0.1913,0.0669,0.0334,0.0,0,-0.0,0.01
989,2024-10-19,Ipswich,Everton,A,3.0,0.4008,0.1012,0.0506,0.0,1,0.0,0.01
990,2024-10-19,Bayern Munich,Stuttgart,D,5.25,0.2382,0.059,0.0295,0.0,0,-0.0,0.01
991,2024-10-19,Brest,Rennes,H,2.9,0.4604,0.1764,0.0882,0.0,0,-0.0,0.01
992,2024-10-19,M'gladbach,Heidenheim,A,4.1,0.3157,0.0949,0.0475,0.0,0,-0.0,0.01
993,2024-10-19,PreuÃen MÃ¼nster,Elversberg,A,2.75,0.4889,0.1968,0.0984,0.0,0,-0.0,0.01
994,2024-10-19,Fulham,Aston Villa,A,2.8,0.4055,0.0752,0.0376,0.0,1,0.0,0.01
995,2024-10-20,Reggiana,Frosinone,A,2.88,0.386,0.0595,0.0297,0.0,0,-0.0,0.01
996,2024-10-20,Ulm,Karlsruhe,A,2.05,0.5192,0.0613,0.0306,0.0,1,0.0,0.01
997,2024-10-20,Cagliari,Torino,A,2.7,0.4235,0.0844,0.0422,0.0,0,-0.0,0.01
998,2024-10-20,Elche,Sp Gijon,A,4.1,0.2921,0.0637,0.0319,0.0,0,-0.0,0.01
999,2024-10-20,Carrarese,Mantova,A,3.4,0.3591,0.092,0.046,0.0,0,-0.0,0.01
1000,2024-10-20,Lecce,Fiorentina,A,2.3,0.4714,0.0647,0.0324,0.0,1,0.0,0.01
1001,2024-10-20,Holstein Kiel,Union Berlin,H,3.5,0.3286,0.06,0.03,0.0,0,-0.0,0.01
1002,2024-10-20,Empoli,Napoli,H,6.0,0.238,0.0856,0.0428,0.0,0,-0.0,0.01
1003,2024-10-20,Villarreal,Getafe,H,1.67,0.6178,0.0474,0.0237,0.0,0,-0.0,0.01
1004,2024-10-20,Barcelona,Sevilla,H,1.3,0.7708,0.007,0.0035,0.0,1,0.0,0.01
1005,2024-10-20,Nantes,Nice,A,2.38,0.4544,0.0591,0.0296,0.0,0,-0.0,0.01
1006,2024-10-20,Hull,Sunderland,H,2.88,0.4482,0.1547,0.0773,0.0,0,-0.0,0.01
1007,2024-10-20,Toulouse,Angers,A,6.5,0.1972,0.0512,0.0256,0.0,0,-0.0,0.01
1008,2024-10-20,Montpellier,Marseille,H,4.33,0.2756,0.058,0.029,0.0,0,-0.0,0.01
1009,2024-10-20,Auxerre,Reims,A,2.6,0.414,0.0478,0.0239,0.0,0,-0.0,0.01
1010,2024-10-22,Castellon,Granada,A,3.25,0.3424,0.0501,0.025,0.0,1,0.0,0.01
1011,2024-10-22,Oxford,Derby,H,2.55,0.4433,0.0842,0.0421,0.0,0,-0.0,0.01
1012,2024-10-22,Cardiff,Portsmouth,A,4.2,0.2767,0.0506,0.0253,0.0,0,-0.0,0.01
1013,2024-10-23,Luton,Sunderland,H,2.55,0.4557,0.1045,0.0523,0.0,0,-0.0,0.01
1014,2024-10-23,Middlesbrough,Sheffield United,A,3.4,0.3263,0.0456,0.0228,0.0,0,-0.0,0.01
1015,2024-10-23,Eibar,Cadiz,H,2.3,0.5001,0.1156,0.0578,0.0,1,0.0,0.01
1016,2024-10-23,Millwall,Plymouth,D,4.1,0.284,0.053,0.0265,0.0,0,-0.0,0.01
1017,2024-10-23,Hull,Burnley,A,2.55,0.4217,0.0486,0.0243,0.0,0,-0.0,0.01
1018,2024-10-23,Santander,Cordoba,H,1.85,0.6554,0.2499,0.1249,0.0,1,0.0,0.01
1019,2024-10-24,Levante,La Coruna,H,2.1,0.5177,0.0792,0.0396,0.0,1,0.0,0.01
1020,2024-10-24,Almeria,Albacete,A,4.75,0.2674,0.072,0.036,0.0,0,-0.0,0.01
1021,2024-10-25,Leicester,Nott'm Forest,H,3.0,0.4138,0.1207,0.0604,0.0,0,-0.0,0.01
1022,2024-10-25,Rodez,Lorient,H,3.75,0.3196,0.0722,0.0361,0.0,0,-0.0,0.01
1023,2024-10-25,Clermont,Martigues,H,1.73,0.6145,0.0863,0.0432,0.0,0,-0.0,0.01
1024,2024-10-25,Nurnberg,Regensburg,H,1.67,0.6185,0.0491,0.0246,0.0,1,0.0,0.01
1025,2024-10-25,Spezia,Bari,H,2.0,0.5274,0.0547,0.0274,0.0,0,-0.0,0.01
1026,2024-10-25,Udinese,Cagliari,H,2.2,0.505,0.0925,0.0463,0.0,1,0.0,0.01
1027,2024-10-25,Dunkerque,Red Star,H,2.38,0.5431,0.212,0.106,0.0,1,0.0,0.01
1028,2024-10-25,Torino,Como,H,2.63,0.5557,0.2831,0.1415,0.0,1,0.0,0.01
1029,2024-10-25,Portsmouth,Sheffield Weds,H,3.4,0.3842,0.1276,0.0638,0.0,0,-0.0,0.01
1030,2024-10-25,FC Koln,Paderborn,A,4.5,0.2585,0.0466,0.0233,0.0,1,0.0,0.01
1031,2024-10-26,Coventry,Luton,A,3.2,0.3633,0.074,0.037,0.0,0,-0.0,0.01
1032,2024-10-26,Aston Villa,Bournemouth,H,1.85,0.5725,0.0695,0.0347,0.0,0,-0.0,0.01
1033,2024-10-26,Brighton,Wolves,H,1.62,0.6321,0.0387,0.0194,0.0,0,-0.0,0.01
1034,2024-10-26,Burnley,QPR,H,1.65,0.6543,0.1224,0.0612,0.0,0,-0.0,0.01
1035,2024-10-26,Zaragoza,Castellon,H,1.96,0.5319,0.0442,0.0221,0.0,0,-0.0,0.01
1036,2024-10-26,Cordoba,Eldense,A,4.5,0.3405,0.1521,0.076,0.0,0,-0.0,0.01
1037,2024-10-26,Stuttgart,Holstein Kiel,D,7.5,0.2085,0.0868,0.0434,0.0,0,-0.0,0.01
1038,2024-10-26,Fortuna Dusseldorf,Kaiserslautern,H,1.7,0.6822,0.2283,0.1141,0.0,0,-0.0,0.01
1039,2024-10-26,Sassuolo,Modena,H,1.91,0.6182,0.1987,0.0993,0.0,1,0.0,0.01
1040,2024-10-26,RB Leipzig,Freiburg,H,1.73,0.6681,0.2134,0.1067,0.0,1,0.0,0.01
1041,2024-10-26,Las Palmas,Girona,A,2.45,0.5095,0.1713,0.0857,0.0,0,-0.0,0.01
1042,2024-10-26,Cremonese,Salernitana,H,1.85,0.5772,0.0798,0.0399,0.0,1,0.0,0.01
1043,2024-10-26,Dundee,St Johnstone,A,5.0,0.2539,0.0674,0.0337,0.0,1,0.0,0.01
1044,2024-10-26,Augsburg,Dortmund,A,1.9,0.56,0.071,0.0355,0.0,0,-0.0,0.01
1045,2024-10-27,Parma,Empoli,A,3.5,0.3275,0.0585,0.0292,0.0,0,-0.0,0.01
1046,2024-10-27,Braunschweig,PreuÃen MÃ¼nster,H,2.05,0.5202,0.0633,0.0316,0.0,0,-0.0,0.01
1047,2024-10-27,Hibernian,Hearts,A,3.1,0.3922,0.1027,0.0514,0.0,0,-0.0,0.01
1048,2024-10-27,Monza,Venezia,H,2.15,0.5391,0.1384,0.0692,0.0,0,-0.0,0.01
1049,2024-10-27,Frosinone,Pisa,H,2.63,0.465,0.1368,0.0684,0.0,0,-0.0,0.01
1050,2024-10-27,Norwich,Middlesbrough,H,2.75,0.4462,0.1297,0.0648,0.0,0,-0.0,0.01
1051,2024-10-27,Montpellier,Toulouse,H,3.1,0.3709,0.0714,0.0357,0.0,0,-0.0,0.01
1052,2024-10-27,Huesca,Almeria,H,2.8,0.3998,0.0663,0.0332,0.0,0,-0.0,0.01
1053,2024-10-27,Malaga,Eibar,A,2.9,0.3829,0.0581,0.029,0.0,0,-0.0,0.01
1054,2024-10-27,La Coruna,Santander,A,2.9,0.3892,0.0678,0.0339,0.0,1,0.0,0.01
1055,2024-10-27,Arsenal,Liverpool,H,2.5,0.4443,0.0738,0.0369,0.0,0,-0.0,0.01
1056,2024-10-28,Ferrol,Tenerife,H,2.57,0.4344,0.0741,0.0371,0.0,0,-0.0,0.01
1057,2024-10-29,Guingamp,Ajaccio,A,5.5,0.2349,0.0649,0.0324,0.0,0,-0.0,0.0
1058,2024-10-29,Cagliari,Bologna,A,2.35,0.4814,0.0972,0.0486,0.0,1,0.0,0.01
1059,2024-10-29,Modena,Cremonese,A,2.8,0.431,0.1149,0.0574,0.0,0,-0.0,0.0
1060,2024-10-29,Milan,Napoli,H,2.45,0.4948,0.1464,0.0732,0.0,0,-0.0,0.0
1061,2024-10-29,Juve Stabia,Sassuolo,A,2.3,0.4587,0.0423,0.0212,0.0,0,-0.0,0.0
1062,2024-10-29,Salernitana,Cesena,H,2.55,0.4322,0.0659,0.0329,0.0,0,-0.0,0.0
1063,2024-10-29,Brescia,Spezia,H,3.4,0.3482,0.0766,0.0383,0.0,0,-0.0,0.0
1064,2024-10-30,Sudtirol,Frosinone,A,3.2,0.3608,0.0703,0.0351,0.0,0,-0.0,0.0
1065,2024-10-30,Venezia,Udinese,A,2.65,0.4167,0.0632,0.0316,0.0,0,-0.0,0.0
1066,2024-10-30,Aberdeen,Rangers,A,2.1,0.5216,0.0867,0.0433,0.0,0,-0.0,0.0
1067,2024-10-30,Ross County,Hibernian,H,3.4,0.3402,0.0652,0.0326,0.0,0,-0.0,0.0
1068,2024-10-31,Genoa,Fiorentina,D,3.9,0.3089,0.0706,0.0353,0.0,0,-0.0,0.0
1069,2024-10-31,Como,Lazio,A,2.45,0.5207,0.1902,0.0951,0.0,1,0.0,0.0
1070,2024-10-31,Roma,Torino,D,3.8,0.3025,0.0533,0.0267,0.0,0,-0.0,0.0
1071,2024-11-01,PreuÃen MÃ¼nster,Fortuna Dusseldorf,A,2.1,0.5629,0.1655,0.0828,0.0,0,-0.0,0.0
1072,2024-11-01,Martigues,Red Star,H,3.3,0.4018,0.1417,0.0709,0.0,0,-0.0,0.0
1073,2024-11-01,Annecy,Pau FC,H,2.25,0.4733,0.0519,0.0259,0.0,1,0.0,0.0
1074,2024-11-01,Clermont,Lorient,H,4.0,0.3225,0.0967,0.0484,0.0,1,0.0,0.0
1075,2024-11-02,Eibar,Elche,H,2.45,0.4908,0.1397,0.0698,0.0,0,-0.0,0.0
1076,2024-11-02,Hertha,FC Koln,H,2.9,0.4459,0.1543,0.0771,0.0,0,-0.0,0.0
1077,2024-11-02,Sheffield Weds,Watford,A,3.9,0.3225,0.0889,0.0445,0.0,1,0.0,0.0
1078,2024-11-02,Cardiff,Norwich,A,2.63,0.4572,0.1242,0.0621,0.0,0,-0.0,0.0
1079,2024-11-02,Cartagena,La Coruna,H,3.6,0.3919,0.158,0.079,0.0,0,-0.0,0.0
1080,2024-11-02,Sp Gijon,Cadiz,H,2.38,0.4514,0.0539,0.027,0.0,1,0.0,0.0
1081,2024-11-02,Greuther Furth,Darmstadt,H,2.3,0.4609,0.0462,0.0231,0.0,0,-0.0,0.0
1082,2024-11-02,Leeds,Plymouth,D,8.0,0.1732,0.0551,0.0275,0.0,0,-0.0,0.0
1083,2024-11-02,Newcastle,Arsenal,A,1.95,0.5528,0.082,0.041,0.0,0,-0.0,0.0
1084,2024-11-02,Nott'm Forest,West Ham,A,3.4,0.3351,0.058,0.029,0.0,0,-0.0,0.0
1085,2024-11-02,Spezia,Modena,H,2.15,0.5399,0.1398,0.0699,0.0,1,0.0,0.0
1086,2024-11-02,Ipswich,Leicester,A,3.1,0.3873,0.0956,0.0478,0.0,0,-0.0,0.0
1087,2024-11-02,Carrarese,Juve Stabia,H,2.5,0.4328,0.0547,0.0273,0.0,0,-0.0,0.0
1088,2024-11-02,Bournemouth,Man City,A,1.57,0.6708,0.0933,0.0467,0.0,0,-0.0,0.0
1089,2024-11-02,Bologna,Lecce,H,1.62,0.6927,0.1972,0.0986,0.0,1,0.0,0.0
1090,2024-11-03,Toulouse,Reims,A,3.75,0.3101,0.0592,0.0296,0.0,0,-0.0,0.0
1091,2024-11-03,Auxerre,Rennes,H,3.5,0.328,0.0592,0.0296,0.0,1,0.0,0.0
1092,2024-11-03,Verona,Roma,H,5.0,0.2443,0.0554,0.0277,0.0,1,0.0,0.0
1093,2024-11-03,Le Havre,Montpellier,A,3.2,0.3609,0.0704,0.0352,0.0,0,-0.0,0.0
1094,2024-11-03,Catanzaro,Frosinone,A,3.2,0.3565,0.064,0.032,0.0,0,-0.0,0.0
1095,2024-11-03,Dundee,Kilmarnock,A,2.8,0.3978,0.0633,0.0316,0.0,0,-0.0,0.0
1096,2024-11-03,Paderborn,Braunschweig,H,1.67,0.6414,0.1061,0.053,0.0,0,-0.0,0.0
1097,2024-11-03,Cremonese,Pisa,H,2.1,0.5207,0.085,0.0425,0.0,0,-0.0,0.0
1098,2024-11-04,Lazio,Cagliari,H,1.5,0.728,0.184,0.092,0.0,1,0.0,0.0
1099,2024-11-04,Parma,Genoa,A,4.33,0.3053,0.0967,0.0483,0.0,1,0.0,0.0
1100,2024-11-04,Empoli,Como,H,2.7,0.4944,0.1971,0.0985,0.0,1,0.0,0.0
1101,2024-11-04,Ajaccio,Metz,H,4.33,0.2914,0.0786,0.0393,0.0,0,-0.0,0.0
1102,2024-11-05,QPR,Middlesbrough,H,3.5,0.326,0.0564,0.0282,0.0,0,-0.0,0.0
1103,2024-11-05,Bristol City,Sheffield United,H,3.1,0.3613,0.0572,0.0286,0.0,0,-0.0,0.0
1104,2024-11-05,Swansea,Watford,A,3.9,0.3247,0.0918,0.0459,0.0,0,-0.0,0.0
